NPRODUCTO,CONCURSO,R1,R2,R3,R4,R5,FECHA,Multiplicador
60,31787,5,5,7,5,1,18/01/2024,NO
60,31786,3,1,8,2,8,18/01/2024,NO
60,31785,4,7,0,8,0,18/01/2024,NO
60,31784,4,9,9,2,3,18/01/2024,NO
60,31783,5,7,3,0,4,18/01/2024,SI
60,31782,4,8,5,1,3,17/01/2024,SI
60,31781,1,6,3,0,7,17/01/2024,NO
60,31780,5,0,5,5,9,17/01/2024,NO
60,31779,8,4,8,2,9,17/01/2024,NO
60,31778,8,4,8,4,7,17/01/2024,SI
60,31777,0,9,9,2,8,16/01/2024,NO
60,31776,2,6,9,9,1,16/01/2024,NO
60,31775,3,3,9,1,2,16/01/2024,SI
60,31774,8,7,6,4,6,16/01/2024,NO
60,31773,5,7,3,7,1,16/01/2024,SI
60,31772,6,0,7,1,5,15/01/2024,NO
60,31771,7,7,8,8,7,15/01/2024,NO
60,31770,2,7,9,0,7,15/01/2024,SI
60,31769,2,0,3,4,1,15/01/2024,NO
60,31768,4,3,5,8,4,15/01/2024,NO
60,31767,4,0,1,3,4,14/01/2024,NO
60,31766,9,0,8,6,7,14/01/2024,NO
60,31765,1,0,3,9,1,14/01/2024,SI
60,31764,1,4,0,9,7,14/01/2024,NO
60,31763,0,4,3,3,9,14/01/2024,SI
60,31762,9,1,8,8,0,13/01/2024,NO
60,31761,3,8,8,3,3,13/01/2024,SI
60,31760,8,8,8,7,0,13/01/2024,NO
60,31759,9,4,2,0,1,13/01/2024,SI
60,31758,4,8,8,6,9,13/01/2024,NO
60,31757,1,5,1,1,1,12/01/2024,SI
60,31756,3,8,3,5,5,12/01/2024,NO
60,31755,8,1,8,4,5,12/01/2024,SI
60,31754,0,3,4,9,5,12/01/2024,SI
60,31753,3,3,2,4,5,12/01/2024,NO
60,31752,4,2,8,4,3,11/01/2024,SI
60,31751,4,3,0,2,4,11/01/2024,SI
60,31750,6,5,6,7,1,11/01/2024,SI
60,31749,3,8,4,6,8,11/01/2024,SI
60,31748,4,4,5,5,4,11/01/2024,NO
60,31747,4,2,9,0,3,10/01/2024,SI
60,31746,3,6,8,2,7,10/01/2024,SI
60,31745,0,7,2,1,7,10/01/2024,NO
60,31744,4,7,4,7,6,10/01/2024,SI
60,31743,6,5,4,3,7,10/01/2024,NO
60,31742,5,4,9,5,6,09/01/2024,SI
60,31741,4,6,0,7,9,09/01/2024,NO
60,31740,4,0,2,5,6,09/01/2024,NO
60,31739,3,9,2,6,2,09/01/2024,NO
60,31738,9,0,2,2,3,09/01/2024,NO
60,31737,5,2,5,7,3,08/01/2024,NO
60,31736,0,8,6,1,1,08/01/2024,NO
60,31735,9,2,9,3,4,08/01/2024,SI
60,31734,6,7,0,2,9,08/01/2024,SI
60,31733,6,7,6,7,9,08/01/2024,NO
60,31732,8,7,0,4,3,07/01/2024,NO
60,31731,4,4,0,6,5,07/01/2024,SI
60,31730,0,8,1,6,5,07/01/2024,NO
60,31729,4,6,9,9,0,07/01/2024,NO
60,31728,8,0,8,8,1,07/01/2024,NO
60,31727,4,9,2,8,1,06/01/2024,NO
60,31726,6,5,5,5,2,06/01/2024,SI
60,31725,6,3,8,7,9,06/01/2024,NO
60,31724,6,6,6,7,4,06/01/2024,SI
60,31723,2,9,0,9,7,06/01/2024,SI
60,31722,5,5,7,9,8,05/01/2024,NO
60,31721,1,4,9,9,6,05/01/2024,NO
60,31720,5,3,8,5,1,05/01/2024,NO
60,31719,8,4,6,0,4,05/01/2024,SI
60,31718,8,4,2,3,4,05/01/2024,NO
60,31717,8,4,3,8,1,04/01/2024,NO
60,31716,1,5,7,7,1,04/01/2024,NO
60,31715,2,6,8,6,5,04/01/2024,SI
60,31714,6,2,3,1,6,04/01/2024,NO
60,31713,0,2,4,8,3,04/01/2024,NO
60,31712,0,1,6,8,4,03/01/2024,NO
60,31711,0,7,9,9,2,03/01/2024,SI
60,31710,6,2,6,4,9,03/01/2024,NO
60,31709,6,1,5,4,8,03/01/2024,NO
60,31708,7,1,8,9,7,03/01/2024,NO
60,31707,8,7,7,1,1,02/01/2024,SI
60,31706,5,4,7,2,8,02/01/2024,NO
60,31705,1,1,5,2,1,02/01/2024,SI
60,31704,5,2,1,7,3,02/01/2024,NO
60,31703,9,4,7,4,2,02/01/2024,NO
60,31702,1,2,4,1,9,01/01/2024,NO
60,31701,5,6,5,7,2,01/01/2024,SI
60,31700,2,2,4,2,2,01/01/2024,SI
60,31699,9,5,1,6,0,01/01/2024,NO
60,31698,5,6,2,2,8,01/01/2024,NO
60,31697,2,9,6,4,9,31/12/2023,SI
60,31696,2,9,9,0,7,31/12/2023,NO
60,31695,3,0,0,7,6,31/12/2023,SI
60,31694,7,2,3,5,3,31/12/2023,NO
60,31693,1,3,1,4,7,31/12/2023,NO
60,31692,8,9,1,6,3,30/12/2023,NO
60,31691,2,3,6,4,3,30/12/2023,NO
60,31690,2,3,1,4,1,30/12/2023,NO
60,31689,9,4,0,4,7,30/12/2023,NO
60,31688,7,8,9,6,6,30/12/2023,SI
60,31687,1,4,4,9,7,29/12/2023,NO
60,31686,9,9,0,5,6,29/12/2023,NO
60,31685,8,2,2,0,3,29/12/2023,NO
60,31684,2,4,7,4,4,29/12/2023,NO
60,31683,1,5,6,1,5,29/12/2023,NO
60,31682,9,7,4,2,1,28/12/2023,NO
60,31681,8,9,2,9,3,28/12/2023,SI
60,31680,3,3,9,2,8,28/12/2023,SI
60,31679,3,5,0,4,0,28/12/2023,SI
60,31678,6,0,8,6,3,28/12/2023,NO
60,31677,3,8,7,1,0,27/12/2023,SI
60,31676,6,4,1,1,1,27/12/2023,NO
60,31675,2,5,8,3,9,27/12/2023,SI
60,31674,3,1,4,4,2,27/12/2023,NO
60,31673,6,6,9,5,4,27/12/2023,NO
60,31672,0,2,7,9,2,26/12/2023,NO
60,31671,9,0,4,9,6,26/12/2023,NO
60,31670,9,3,8,8,7,26/12/2023,NO
60,31669,9,4,1,7,4,26/12/2023,NO
60,31668,9,7,1,5,4,26/12/2023,NO
60,31667,0,4,2,7,7,25/12/2023,NO
60,31666,0,7,8,5,2,25/12/2023,NO
60,31665,2,0,4,8,2,25/12/2023,NO
60,31664,5,8,5,3,1,25/12/2023,NO
60,31663,6,9,6,5,7,25/12/2023,NO
60,31662,7,3,1,0,0,24/12/2023,NO
60,31661,9,6,8,6,1,24/12/2023,NO
60,31660,7,3,9,1,7,24/12/2023,SI
60,31659,1,0,5,1,8,24/12/2023,NO
60,31658,4,6,4,9,1,24/12/2023,SI
60,31657,8,1,7,3,0,23/12/2023,SI
60,31656,5,3,4,9,6,23/12/2023,NO
60,31655,5,8,4,9,4,23/12/2023,NO
60,31654,1,6,7,3,0,23/12/2023,SI
60,31653,8,2,5,6,2,23/12/2023,NO
60,31652,5,8,6,9,6,22/12/2023,SI
60,31651,9,3,9,4,4,22/12/2023,SI
60,31650,3,8,1,4,0,22/12/2023,NO
60,31649,0,7,6,7,7,22/12/2023,SI
60,31648,7,2,3,0,5,22/12/2023,NO
60,31647,9,8,7,9,7,21/12/2023,NO
60,31646,2,3,3,1,7,21/12/2023,NO
60,31645,8,4,7,8,1,21/12/2023,SI
60,31644,6,1,8,5,0,21/12/2023,NO
60,31643,1,8,1,8,9,21/12/2023,SI
60,31642,6,7,6,8,2,20/12/2023,NO
60,31641,2,9,0,8,3,20/12/2023,NO
60,31640,1,9,8,0,6,20/12/2023,NO
60,31639,7,7,2,7,0,20/12/2023,NO
60,31638,2,7,0,5,4,20/12/2023,NO
60,31637,1,2,4,7,6,19/12/2023,SI
60,31636,5,3,3,9,7,19/12/2023,NO
60,31635,7,3,2,0,5,19/12/2023,NO
60,31634,2,5,4,6,4,19/12/2023,NO
60,31633,1,2,5,3,9,19/12/2023,NO
60,31632,1,4,7,7,6,18/12/2023,NO
60,31631,3,6,4,8,8,18/12/2023,SI
60,31630,3,0,0,8,6,18/12/2023,NO
60,31629,7,5,5,7,1,18/12/2023,NO
60,31628,1,2,0,2,6,18/12/2023,NO
60,31627,2,4,8,7,0,17/12/2023,SI
60,31626,4,3,9,0,8,17/12/2023,NO
60,31625,6,8,0,3,7,17/12/2023,NO
60,31624,6,9,2,9,8,17/12/2023,NO
60,31623,5,4,5,8,0,17/12/2023,NO
60,31622,6,0,0,6,3,16/12/2023,SI
60,31621,2,6,1,7,5,16/12/2023,SI
60,31620,5,1,0,7,5,16/12/2023,SI
60,31619,3,3,3,9,4,16/12/2023,SI
60,31618,3,0,5,1,9,16/12/2023,SI
60,31617,3,2,2,7,0,15/12/2023,NO
60,31616,1,4,0,6,1,15/12/2023,NO
60,31615,1,0,8,1,2,15/12/2023,SI
60,31614,4,1,7,7,9,15/12/2023,NO
60,31613,7,9,5,0,0,15/12/2023,NO
60,31612,1,0,0,1,1,14/12/2023,NO
60,31611,8,4,2,9,0,14/12/2023,NO
60,31610,8,5,9,5,0,14/12/2023,NO
60,31609,5,7,2,3,5,14/12/2023,SI
60,31608,7,8,7,8,4,14/12/2023,NO
60,31607,6,1,5,1,2,13/12/2023,NO
60,31606,8,4,4,1,9,13/12/2023,SI
60,31605,8,4,6,9,2,13/12/2023,NO
60,31604,9,8,6,6,1,13/12/2023,NO
60,31603,7,3,8,2,4,13/12/2023,SI
60,31602,3,3,7,2,7,12/12/2023,SI
60,31601,8,6,3,6,4,12/12/2023,NO
60,31600,8,9,0,5,2,12/12/2023,SI
60,31599,2,2,3,9,3,12/12/2023,SI
60,31598,5,8,1,8,3,12/12/2023,SI
60,31597,8,4,8,2,6,11/12/2023,NO
60,31596,2,9,1,6,5,11/12/2023,NO
60,31595,2,7,4,8,9,11/12/2023,NO
60,31594,3,8,9,4,7,11/12/2023,NO
60,31593,9,6,1,3,1,11/12/2023,NO
60,31592,3,3,6,8,3,10/12/2023,SI
60,31591,8,7,1,0,6,10/12/2023,NO
60,31590,9,2,8,1,6,10/12/2023,SI
60,31589,4,1,1,8,0,10/12/2023,NO
60,31588,5,1,6,7,2,10/12/2023,NO
60,31587,7,9,6,3,9,09/12/2023,SI
60,31586,4,8,3,9,3,09/12/2023,NO
60,31585,3,6,6,1,8,09/12/2023,NO
60,31584,1,0,6,3,3,09/12/2023,NO
60,31583,3,1,5,4,0,09/12/2023,NO
60,31582,1,8,9,0,6,08/12/2023,NO
60,31581,9,3,5,6,6,08/12/2023,NO
60,31580,8,6,4,0,7,08/12/2023,SI
60,31579,8,6,4,0,3,08/12/2023,SI
60,31578,7,0,4,2,1,08/12/2023,NO
60,31577,3,7,0,5,5,07/12/2023,NO
60,31576,3,0,2,2,0,07/12/2023,NO
60,31575,5,9,7,6,0,07/12/2023,SI
60,31574,7,2,7,3,4,07/12/2023,NO
60,31573,2,7,0,5,1,07/12/2023,NO
60,31572,2,3,0,2,9,06/12/2023,NO
60,31571,8,9,2,7,8,06/12/2023,NO
60,31570,8,6,7,9,9,06/12/2023,NO
60,31569,1,3,0,0,3,06/12/2023,NO
60,31568,5,6,0,3,3,06/12/2023,NO
60,31567,1,7,6,2,8,05/12/2023,SI
60,31566,9,9,3,6,2,05/12/2023,NO
60,31565,6,2,8,0,6,05/12/2023,NO
60,31564,6,2,6,4,1,05/12/2023,NO
60,31563,1,4,5,3,7,05/12/2023,NO
60,31562,4,7,5,8,0,04/12/2023,NO
60,31561,5,7,6,4,5,04/12/2023,NO
60,31560,6,4,0,4,5,04/12/2023,NO
60,31559,7,6,0,8,4,04/12/2023,NO
60,31558,6,2,1,4,0,04/12/2023,NO
60,31557,8,9,9,6,0,03/12/2023,NO
60,31556,3,6,0,3,4,03/12/2023,NO
60,31555,9,4,9,7,1,03/12/2023,NO
60,31554,2,7,4,3,9,03/12/2023,SI
60,31553,9,8,7,6,3,03/12/2023,NO
60,31552,5,7,8,0,0,02/12/2023,NO
60,31551,4,4,1,4,6,02/12/2023,NO
60,31550,5,0,5,7,2,02/12/2023,NO
60,31549,5,1,8,5,1,02/12/2023,NO
60,31548,3,9,6,9,3,02/12/2023,SI
60,31547,9,2,6,2,2,01/12/2023,NO
60,31546,8,9,5,5,7,01/12/2023,NO
60,31545,1,5,1,8,5,01/12/2023,NO
60,31544,3,5,9,1,0,01/12/2023,SI
60,31543,3,6,4,7,5,01/12/2023,SI
60,31542,9,0,8,3,2,30/11/2023,NO
60,31541,1,5,7,5,5,30/11/2023,SI
60,31540,1,7,5,9,1,30/11/2023,NO
60,31539,7,7,5,9,4,30/11/2023,NO
60,31538,9,4,3,9,1,30/11/2023,SI
60,31537,9,1,2,6,5,29/11/2023,SI
60,31536,6,4,5,9,0,29/11/2023,NO
60,31535,8,4,8,0,6,29/11/2023,SI
60,31534,6,6,6,4,9,29/11/2023,NO
60,31533,4,2,5,7,7,29/11/2023,SI
60,31532,7,1,8,5,3,28/11/2023,NO
60,31531,4,5,7,5,9,28/11/2023,SI
60,31530,4,0,2,9,8,28/11/2023,SI
60,31529,3,3,4,6,4,28/11/2023,NO
60,31528,8,0,6,7,4,28/11/2023,NO
60,31527,8,5,6,9,8,27/11/2023,NO
60,31526,9,7,3,8,8,27/11/2023,NO
60,31525,4,5,4,6,8,27/11/2023,NO
60,31524,7,1,2,0,9,27/11/2023,NO
60,31523,2,6,1,7,4,27/11/2023,SI
60,31522,9,0,3,7,9,26/11/2023,SI
60,31521,4,2,1,7,5,26/11/2023,NO
60,31520,3,6,8,1,0,26/11/2023,NO
60,31519,5,6,3,0,2,26/11/2023,NO
60,31518,9,2,7,7,1,26/11/2023,NO
60,31517,2,0,0,2,2,25/11/2023,NO
60,31516,9,3,0,7,1,25/11/2023,NO
60,31515,2,2,2,8,3,25/11/2023,NO
60,31514,3,4,2,9,0,25/11/2023,SI
60,31513,9,6,9,4,8,25/11/2023,SI
60,31512,1,5,6,1,9,24/11/2023,NO
60,31511,2,8,9,3,6,24/11/2023,NO
60,31510,5,8,6,0,1,24/11/2023,SI
60,31509,1,9,6,6,9,24/11/2023,NO
60,31508,0,4,6,0,8,24/11/2023,SI
60,31507,3,9,9,9,3,23/11/2023,NO
60,31506,6,0,4,5,0,23/11/2023,NO
60,31505,1,8,9,6,1,23/11/2023,NO
60,31504,4,5,0,1,2,23/11/2023,NO
60,31503,0,2,0,8,1,23/11/2023,NO
60,31502,9,6,6,2,9,22/11/2023,SI
60,31501,9,1,7,0,7,22/11/2023,SI
60,31500,0,2,5,2,5,22/11/2023,NO
60,31499,3,2,0,9,3,22/11/2023,SI
60,31498,7,6,2,2,3,22/11/2023,NO
60,31497,4,8,6,9,8,21/11/2023,NO
60,31496,3,9,8,1,8,21/11/2023,SI
60,31495,9,7,2,3,9,21/11/2023,NO
60,31494,5,9,3,2,3,21/11/2023,NO
60,31493,9,3,9,6,6,21/11/2023,NO
60,31492,0,6,1,5,9,20/11/2023,NO
60,31491,7,2,8,0,0,20/11/2023,SI
60,31490,9,6,9,0,4,20/11/2023,NO
60,31489,2,6,3,8,2,20/11/2023,SI
60,31488,2,1,9,8,8,20/11/2023,SI
60,31487,6,0,7,8,7,19/11/2023,NO
60,31486,5,0,6,2,7,19/11/2023,NO
60,31485,6,3,5,5,1,19/11/2023,SI
60,31484,2,6,1,6,6,19/11/2023,NO
60,31483,3,3,2,5,6,19/11/2023,SI
60,31482,9,3,6,6,1,18/11/2023,NO
60,31481,4,0,2,0,2,18/11/2023,NO
60,31480,0,9,2,1,0,18/11/2023,NO
60,31479,7,7,0,4,9,18/11/2023,NO
60,31478,2,1,8,0,7,18/11/2023,NO
60,31477,8,9,1,6,9,17/11/2023,SI
60,31476,0,6,1,8,2,17/11/2023,NO
60,31475,7,3,8,6,9,17/11/2023,SI
60,31474,6,7,8,2,3,17/11/2023,SI
60,31473,4,0,4,8,1,17/11/2023,SI
60,31472,1,9,9,0,2,16/11/2023,SI
60,31471,8,2,5,1,3,16/11/2023,NO
60,31470,1,6,6,7,8,16/11/2023,NO
60,31469,5,0,0,9,7,16/11/2023,NO
60,31468,3,5,5,8,5,16/11/2023,NO
60,31467,3,4,6,2,5,15/11/2023,SI
60,31466,0,1,1,7,3,15/11/2023,NO
60,31465,5,1,9,7,5,15/11/2023,NO
60,31464,2,1,2,4,9,15/11/2023,NO
60,31463,3,2,7,1,5,15/11/2023,SI
60,31462,6,6,5,3,5,14/11/2023,NO
60,31461,6,5,3,2,4,14/11/2023,SI
60,31460,7,7,9,4,1,14/11/2023,NO
60,31459,5,5,2,4,6,14/11/2023,NO
60,31458,3,9,5,0,8,14/11/2023,NO
60,31457,9,0,8,6,9,13/11/2023,NO
60,31456,5,9,2,5,4,13/11/2023,NO
60,31455,3,4,7,7,5,13/11/2023,SI
60,31454,5,7,7,1,3,13/11/2023,NO
60,31453,8,7,2,8,2,13/11/2023,SI
60,31452,5,2,2,3,2,12/11/2023,NO
60,31451,8,6,9,7,1,12/11/2023,NO
60,31450,3,8,4,5,0,12/11/2023,NO
60,31449,7,7,7,8,0,12/11/2023,NO
60,31448,2,1,3,5,3,12/11/2023,SI
60,31447,6,4,0,5,4,11/11/2023,SI
60,31446,5,3,1,3,4,11/11/2023,SI
60,31445,1,7,0,9,7,11/11/2023,NO
60,31444,0,6,3,5,7,11/11/2023,NO
60,31443,2,1,4,1,1,11/11/2023,NO
60,31442,7,0,1,2,0,10/11/2023,SI
60,31441,6,5,6,3,0,10/11/2023,NO
60,31440,4,2,2,8,9,10/11/2023,SI
60,31439,2,3,8,8,2,10/11/2023,NO
60,31438,8,0,0,7,0,10/11/2023,NO
60,31437,5,9,0,6,1,09/11/2023,NO
60,31436,1,5,9,9,1,09/11/2023,SI
60,31435,1,3,8,5,9,09/11/2023,SI
60,31434,5,3,1,7,5,09/11/2023,NO
60,31433,1,5,5,8,0,09/11/2023,NO
60,31432,3,2,7,5,8,08/11/2023,SI
60,31431,8,1,0,1,2,08/11/2023,NO
60,31430,4,1,6,4,3,08/11/2023,SI
60,31429,6,6,2,2,1,08/11/2023,NO
60,31428,4,5,6,7,5,08/11/2023,NO
60,31427,4,8,0,7,2,07/11/2023,NO
60,31426,4,2,1,4,1,07/11/2023,NO
60,31425,7,2,0,0,7,07/11/2023,NO
60,31424,3,0,5,5,5,07/11/2023,NO
60,31423,0,0,2,5,3,07/11/2023,NO
60,31422,0,3,1,9,5,06/11/2023,NO
60,31421,5,7,3,5,6,06/11/2023,NO
60,31420,6,5,6,7,9,06/11/2023,NO
60,31419,9,7,3,7,2,06/11/2023,NO
60,31418,2,0,8,8,1,06/11/2023,NO
60,31417,5,8,0,1,1,05/11/2023,SI
60,31416,7,8,0,8,0,05/11/2023,NO
60,31415,6,8,1,2,8,05/11/2023,SI
60,31414,2,6,0,2,3,05/11/2023,NO
60,31413,6,5,6,2,9,05/11/2023,NO
60,31412,6,6,8,9,3,04/11/2023,SI
60,31411,3,8,0,8,9,04/11/2023,SI
60,31410,0,3,0,1,9,04/11/2023,NO
60,31409,7,7,5,3,1,04/11/2023,SI
60,31408,2,3,8,3,1,04/11/2023,NO
60,31407,8,3,1,5,2,03/11/2023,NO
60,31406,2,0,6,1,5,03/11/2023,SI
60,31405,0,8,9,7,5,03/11/2023,SI
60,31404,4,9,1,5,0,03/11/2023,SI
60,31403,6,8,5,6,1,03/11/2023,SI
60,31402,8,9,6,7,9,02/11/2023,NO
60,31401,3,3,0,1,4,02/11/2023,NO
60,31400,0,3,6,4,3,02/11/2023,NO
60,31399,0,6,0,4,9,02/11/2023,SI
60,31398,5,1,9,1,5,02/11/2023,NO
60,31397,2,5,5,6,5,01/11/2023,NO
60,31396,2,0,2,2,3,01/11/2023,NO
60,31395,0,7,1,3,5,01/11/2023,NO
60,31394,7,5,5,2,3,01/11/2023,NO
60,31393,7,0,9,1,7,01/11/2023,SI
60,31392,4,5,4,1,7,31/10/2023,NO
60,31391,3,8,9,6,1,31/10/2023,NO
60,31390,2,6,5,1,4,31/10/2023,SI
60,31389,5,4,9,4,9,31/10/2023,SI
60,31388,3,3,6,0,3,31/10/2023,NO
60,31387,7,5,7,4,4,30/10/2023,NO
60,31386,2,1,4,1,4,30/10/2023,NO
60,31385,3,2,0,6,3,30/10/2023,NO
60,31384,1,9,0,3,1,30/10/2023,SI
60,31383,1,3,0,3,5,30/10/2023,SI
60,31382,2,8,4,8,9,29/10/2023,SI
60,31381,3,3,0,0,0,29/10/2023,SI
60,31380,4,5,4,5,5,29/10/2023,SI
60,31379,6,7,7,0,9,29/10/2023,NO
60,31378,7,6,0,3,2,29/10/2023,NO
60,31377,9,8,7,6,0,28/10/2023,NO
60,31376,5,4,0,1,3,28/10/2023,SI
60,31375,5,7,0,7,9,28/10/2023,NO
60,31374,9,7,7,2,6,28/10/2023,NO
60,31373,8,8,7,8,7,28/10/2023,NO
60,31372,4,5,4,9,7,27/10/2023,NO
60,31371,0,3,3,4,4,27/10/2023,NO
60,31370,1,3,7,2,3,27/10/2023,NO
60,31369,7,1,1,1,3,27/10/2023,NO
60,31368,4,9,1,5,2,27/10/2023,SI
60,31367,6,2,3,7,7,26/10/2023,NO
60,31366,4,8,9,2,4,26/10/2023,SI
60,31365,6,1,1,2,6,26/10/2023,SI
60,31364,6,7,8,4,7,26/10/2023,NO
60,31363,3,5,4,5,6,26/10/2023,NO
60,31362,1,6,5,3,6,25/10/2023,NO
60,31361,7,3,6,8,8,25/10/2023,NO
60,31360,5,0,5,1,3,25/10/2023,NO
60,31359,5,3,8,0,5,25/10/2023,SI
60,31358,7,0,1,2,8,25/10/2023,NO
60,31357,0,0,1,2,1,24/10/2023,NO
60,31356,5,0,5,5,0,24/10/2023,NO
60,31355,2,2,9,9,3,24/10/2023,NO
60,31354,2,2,1,5,1,24/10/2023,NO
60,31353,3,5,9,0,5,24/10/2023,NO
60,31352,9,1,2,6,8,23/10/2023,NO
60,31351,1,2,7,9,2,23/10/2023,NO
60,31350,3,2,8,2,7,23/10/2023,NO
60,31349,2,3,8,6,4,23/10/2023,SI
60,31348,7,8,4,5,8,23/10/2023,NO
60,31347,6,1,1,6,0,22/10/2023,SI
60,31346,6,9,8,5,1,22/10/2023,SI
60,31345,8,2,7,1,0,22/10/2023,NO
60,31344,6,5,1,4,2,22/10/2023,NO
60,31343,7,0,2,2,3,22/10/2023,NO
60,31342,8,7,5,5,6,21/10/2023,SI
60,31341,1,3,6,8,3,21/10/2023,NO
60,31340,1,0,7,6,5,21/10/2023,SI
60,31339,1,9,8,8,2,21/10/2023,NO
60,31338,8,4,2,3,3,21/10/2023,NO
60,31337,2,7,5,3,8,20/10/2023,NO
60,31336,5,7,0,6,8,20/10/2023,NO
60,31335,9,7,0,7,3,20/10/2023,NO
60,31334,8,5,9,7,3,20/10/2023,SI
60,31333,4,6,9,1,6,20/10/2023,NO
60,31332,0,1,9,2,1,19/10/2023,SI
60,31331,1,9,6,5,8,19/10/2023,NO
60,31330,1,7,2,2,7,19/10/2023,NO
60,31329,8,0,2,3,0,19/10/2023,NO
60,31328,0,0,8,0,1,19/10/2023,NO
60,31327,4,9,0,2,5,18/10/2023,NO
60,31326,0,9,6,1,5,18/10/2023,SI
60,31325,6,8,6,3,1,18/10/2023,NO
60,31324,4,9,6,1,0,18/10/2023,SI
60,31323,6,8,8,0,4,18/10/2023,NO
60,31322,1,7,3,8,0,17/10/2023,NO
60,31321,2,7,4,3,6,17/10/2023,NO
60,31320,3,0,2,9,8,17/10/2023,SI
60,31319,0,8,5,1,8,17/10/2023,NO
60,31318,9,5,7,5,2,17/10/2023,NO
60,31317,2,1,2,5,4,16/10/2023,NO
60,31316,0,1,1,7,7,16/10/2023,NO
60,31315,5,2,3,0,9,16/10/2023,NO
60,31314,5,9,8,7,2,16/10/2023,NO
60,31313,7,0,9,7,1,16/10/2023,NO
60,31312,6,8,7,7,8,15/10/2023,SI
60,31311,4,8,7,1,5,15/10/2023,NO
